English (source / theme base),French (Canada) — translation layer
"<p>A gooseneck kettle is defined by its spout — a long, slender, curved neck that pours a thin, steady, slow-controlled stream instead of a rushing gush. That precision is exactly what pour-over coffee and matcha depend on: you can saturate the grounds evenly for a balanced extraction, or pour a smooth, measured stream as you whisk. Chefman's gooseneck is compact at 0.8L (about 2–4 cups) with a sleek matte finish that looks as good on the counter as it performs. It lifts off a 360° cordless base, has an easy-view water-level window and a drip-free pour, and shuts off automatically once the water's ready. Select models add temperature presets, so you can dial in the ideal heat for coffee, matcha, and delicate teas.</p>","<p>Une bouilloire à col de cygne se définit par son bec — un col long, mince et courbé qui verse un filet fin, régulier et lentement contrôlé plutôt qu'un jet brusque. C'est précisément cette précision dont dépendent le café par infusion (pour-over) et le matcha : vous pouvez saturer le café moulu uniformément pour une extraction équilibrée, ou verser un filet fluide et mesuré tout en fouettant. La bouilloire à col de cygne de Chefman est compacte, avec une capacité de 0,8 L (environ 500 mL à 1 L) et un fini mat élégant aussi beau sur le comptoir qu'il est performant. Elle se soulève d'une base sans fil 360°, possède une fenêtre de niveau d'eau facile à lire et un versement sans goutte, et s'éteint automatiquement une fois l'eau prête. Certains modèles ajoutent des préréglages de température, ce qui vous permet de régler la chaleur idéale pour le café, le matcha et les thés délicats.</p>"
"<p>A gooseneck kettle is used to pour a slow, precise stream of hot water, which makes it ideal for pour-over coffee and matcha. The narrow, curved spout lets you saturate coffee grounds evenly for a balanced extraction, or pour a controlled stream while whisking matcha — and it's a satisfying way to pour anything.</p>","<p>Une bouilloire à col de cygne sert à verser un filet lent et précis d'eau chaude, ce qui la rend idéale pour le café par infusion (pour-over) et le matcha. Le bec étroit et courbé vous permet de saturer le café moulu uniformément pour une extraction équilibrée, ou de verser un filet contrôlé tout en fouettant le matcha — et c'est une façon agréable de verser n'importe quoi.</p>"
"<p>A Keep-Warm kettle boils water fast and then switches to a gentle hold mode instead of cooling off the instant it clicks off. It keeps the water hot for up to an hour after the boil, so a second or third cup is always on demand — no re-boiling, no watching the pot. Many Chefman keep-warm models also include a removable tea infuser, so the kettle doubles as a steep-and-serve teapot for loose-leaf or bagged tea, and status lights let you see at a glance whether it's actively heating or simply holding warm.</p>","<p>Une bouilloire à maintien au chaud fait bouillir l'eau rapidement, puis passe à un mode de maintien doux au lieu de refroidir dès qu'elle s'éteint. Elle garde l'eau chaude jusqu'à une heure après l'ébullition, de sorte qu'une deuxième ou une troisième tasse est toujours à portée de main — sans refaire bouillir, sans surveiller la bouilloire. De nombreux modèles à maintien au chaud de Chefman comprennent aussi un infuseur à thé amovible, ce qui permet à la bouilloire de faire aussi office de théière pour infuser et servir le thé en feuilles ou en sachets, et des voyants d'état vous permettent de voir d'un coup d'œil si elle chauffe activement ou si elle maintient simplement la chaleur.</p>"
"<p>A medium grind, roughly the texture of sand, works best for most automatic drip machines. Too fine a grind can clog the filter and cause bitterness, while too coarse a grind can make the coffee taste weak and watery.</p>","<p>Une mouture moyenne, à peu près de la texture du sable, convient le mieux à la plupart des cafetières à filtre automatiques. Une mouture trop fine peut boucher le filtre et causer de l'amertume, tandis qu'une mouture trop grossière peut donner un café fade et aqueux.</p>"
"<p>A programmable timer lets you load coffee and water the night before and set a time for the machine to start brewing automatically. It's a popular feature for waking up to fresh coffee, though for the best flavor it's still a good idea to use freshly ground coffee close to brew time.</p>","<p>Une minuterie programmable vous permet de remplir la cafetière de café et d'eau la veille et de régler l'heure à laquelle la machine commencera à infuser automatiquement. C'est une fonction populaire pour se réveiller avec du café frais, bien que, pour une meilleure saveur, il demeure préférable d'utiliser du café fraîchement moulu peu avant l'infusion.</p>"
"<p>A semi-automatic machine handles the pressure and temperature but lets you control the shot timing, giving you more hands-on involvement. Automatic machines stop the shot for you, while super-automatic machines grind, dose, and brew at the touch of a button, trading some control for added convenience.</p>","<p>Une machine semi-automatique gère la pression et la température, mais vous laisse contrôler la durée de l'extraction, pour une expérience plus manuelle. Les machines automatiques arrêtent l'extraction à votre place, tandis que les machines super-automatiques moulent, dosent et infusent d'une simple pression sur un bouton, échangeant une part de contrôle contre plus de commodité.</p>"
"<p>A single-serve coffee maker brews one cup at a time by piercing a pre-filled pod and forcing hot water through the coffee grounds inside, sending fresh coffee straight into your mug. Because each cup is brewed on demand, there's no waiting on a full pot and no leftover coffee going to waste.</p>","<p>Une cafetière à portion individuelle infuse une tasse à la fois en perçant une capsule préremplie et en faisant passer de l'eau chaude à travers le café moulu qu'elle contient, envoyant du café frais directement dans votre tasse. Comme chaque tasse est infusée à la demande, il n'y a pas d'attente pour une pleine cafetière ni de café gaspillé.</p>"
"<p>A stainless-steel kettle swaps the see-through glass body for durable, opaque metal that shrugs off daily use and hides water spots. You fill it, set it on the 360° swivel base, and rapid-heat power brings the water to a rolling boil in minutes, then automatic shut-off takes over. Because the exterior is solid steel, it's built to last and simple to keep looking sharp, whether you choose a classic or brushed finish. Chefman offers stainless kettles from 1.2L up to 1.8L, ranging from straightforward one-touch boilers to digital models with temperature presets and a keep-warm function.</p>","<p>Une bouilloire en acier inoxydable remplace le corps en verre transparent par un métal opaque et durable qui résiste à l'usage quotidien et masque les traces d'eau. Vous la remplissez, la placez sur la base pivotante à 360°, et la puissance de chauffe rapide porte l'eau à pleine ébullition en quelques minutes, puis l'arrêt automatique prend le relais. Comme l'extérieur est en acier massif, elle est conçue pour durer et facile à garder impeccable, que vous choisissiez un fini classique ou brossé. Chefman offre des bouilloires en acier inoxydable de 1,2 L à 1,8 L, allant des simples bouilloires à une touche aux modèles numériques dotés de préréglages de température et d'une fonction de maintien au chaud.</p>"
"<p>A standard stainless kettle pours cleanly for everyday coffee and tea. For pour-over, the slow, precise stream comes from a gooseneck spout, so if that's your main use, consider a gooseneck kettle, or choose a digital stainless model with presets when you want temperature control.</p>","<p>Une bouilloire en acier inoxydable standard verse proprement pour le café et le thé de tous les jours. Pour l'infusion à la verseuse, le jet lent et précis provient d'un bec en col de cygne ; donc si c'est votre usage principal, envisagez une bouilloire à col de cygne, ou optez pour un modèle numérique en acier inoxydable avec préréglages lorsque vous souhaitez contrôler la température.</p>"
"<p>A tea infuser kettle is a fast-boil electric kettle with a removable stainless-steel basket that drops right into the pot. Fill the kettle, add your loose-leaf or bagged tea to the basket, and press to boil — then let the leaves steep in the freshly boiled water inside the same vessel. When the tea has brewed to your taste, lift the basket out and pour. It's the entire loose-leaf ritual in one kettle, with the same 1500W rapid boil, watch-it-brew glass body, and cordless convenience as our classic Fast-Boil kettles.</p>","<p>Une bouilloire à infuseur à thé est une bouilloire électrique à ébullition rapide dotée d'un panier amovible en acier inoxydable qui se glisse directement dans le récipient. Remplissez la bouilloire, ajoutez votre thé en feuilles ou en sachet dans le panier, puis appuyez pour faire bouillir — laissez ensuite les feuilles infuser dans l'eau fraîchement bouillie à l'intérieur du même récipient. Lorsque le thé est infusé à votre goût, retirez le panier et versez. C'est tout le rituel du thé en feuilles dans une seule bouilloire, avec la même ébullition rapide de 1500 W, le même corps en verre qui laisse voir l'infusion et la même commodité sans fil que nos bouilloires classiques Fast-Boil.</p>"
"<p>A tea infuser kettle is an electric kettle with a removable stainless-steel basket that sits inside the pot, so you can boil water and steep loose-leaf or bagged tea in the same vessel. When the tea has brewed to your taste, you simply lift the basket out — no separate teapot or strainer needed. Chefman's tea infuser kettles pair this with a fast 1500W boil and a glass body so you can watch the water heat.</p>","<p>Une bouilloire à infuseur à thé est une bouilloire électrique dotée d'un panier amovible en acier inoxydable qui se loge à l'intérieur du récipient, ce qui vous permet de faire bouillir l'eau et d'infuser du thé en feuilles ou en sachet dans le même récipient. Lorsque le thé est infusé à votre goût, il suffit de retirer le panier — sans théière ni passoire séparée. Les bouilloires à infuseur à thé de Chefman associent cela à une ébullition rapide de 1500 W et à un corps en verre qui vous laisse voir l'eau chauffer.</p>"
"<p>A temperature-control kettle lets you choose a precise, sub-boiling water temperature instead of always heating to a rolling 212°F boil. You set the target with digital presets or a variable dial, and the kettle heats to that mark and stops — many then hold it steady with a keep-warm function. Color-coded LED lights show whether the kettle is on standby, heating, or ready, and some models beep to let you know it's time. That precision is exactly what separates a bright, sweet cup of green tea from a bitter one, and it's what makes pour-over coffee extract cleanly and evenly.</p>","<p>Une bouilloire à contrôle de température vous permet de choisir une température d'eau précise, inférieure à l'ébullition, au lieu de toujours chauffer jusqu'à une pleine ébullition à 100 °C. Vous réglez la cible à l'aide de préréglages numériques ou d'un cadran variable, et la bouilloire chauffe jusqu'à ce repère puis s'arrête — plusieurs la maintiennent ensuite à température stable grâce à une fonction de maintien au chaud. Des voyants DEL à code de couleur indiquent si la bouilloire est en veille, en chauffe ou prête, et certains modèles émettent un bip pour vous prévenir. Cette précision est exactement ce qui distingue une tasse de thé vert vive et douce d'une tasse amère, et c'est ce qui permet au café à la verseuse de s'extraire proprement et uniformément.</p>"
<p>Add a tagline</p>,<p>Ajouter un slogan</p>
<p>Add at least 3 products to proceed and Save 30%</p>,<p>Ajoutez au moins 3 produits pour continuer et économisez 30 %</p>
<p>Add customer reviews and testimonials to showcase your store’s happy customers.</p>,<p>Ajoutez des avis et des témoignages de clients pour mettre en valeur les clients satisfaits de votre boutique.</p>
"<p>Answer a few quick questions and we'll match you with the Chefman coffee maker that fits your taste, your kitchen, and your routine.</p>","<p>Répondez à quelques questions rapides et nous vous jumellerons avec la cafetière Chefman qui convient à vos goûts, à votre cuisine et à votre routine.</p>"
<p>Are you 18 years old or older?</p>,<p>Avez-vous 18 ans ou plus?</p>
<p>Below are some common questions about our products</p>,<p>Voici quelques questions fréquentes au sujet de nos produits</p>
"<p>Below are some common questions about shipping, returns, and exchanges</p>","<p>Voici quelques questions fréquentes concernant l'expédition, les retours et les échanges</p>"
<p>Below are some of are common questions about orders</p>,<p>Voici quelques questions fréquentes concernant les commandes</p>
"<p>Boil once, sip all morning. Chefman Keep-Warm kettles hold your water hot for up to an hour after it boils, so your next cup is ready the moment you are — no reheating, no waiting.</p>","<p>Faites bouillir une fois, savourez toute la matinée. Les bouilloires Keep-Warm de Chefman gardent votre eau chaude jusqu'à une heure après l'ébullition, pour que votre prochaine tasse soit prête dès que vous l'êtes — sans réchauffer, sans attendre.</p>"
"<p>Boiling water can scorch delicate teas and turn them bitter. A temperature-control kettle lets you dial in the exact heat each cup deserves — then holds it there while you steep, sip, and pour.</p>","<p>L'eau bouillante peut brûler les thés délicats et les rendre amers. Une bouilloire à contrôle de température vous permet d'ajuster précisément la chaleur que mérite chaque tasse — puis la maintient pendant que vous infusez, savourez et versez.</p>"
"<p>Brew loose-leaf tea right in the pot. Chefman tea infuser kettles nest a removable stainless-steel basket inside a fast-boiling glass kettle, so you can heat, steep, and pour without ever reaching for a separate teapot.</p>","<p>Infusez le thé en feuilles directement dans la bouilloire. Les bouilloires à infuseur à thé de Chefman logent un panier amovible en acier inoxydable à l'intérieur d'une bouilloire en verre à ébullition rapide, ce qui vous permet de chauffer, d'infuser et de verser sans jamais avoir à sortir une théière séparée.</p>"
"<p>Browse our drip lineup, or take the quiz and let us match you to the perfect machine.</p>","<p>Parcourez notre gamme de cafetières à filtre, ou faites le questionnaire et laissez-nous vous jumeler avec la machine parfaite.</p>"
"<p>Browse our single-serve makers, or take the quiz to get matched in 60 seconds.</p>","<p>Parcourez nos cafetières à portion individuelle, ou faites le questionnaire pour être jumelé en 60 secondes.</p>"
"<p>Capsule and single-serve machines brew one cup at a time from a pre-measured pod. The machine pierces the capsule, forces hot water through it, and delivers a consistent cup straight into your mug. Every cup is identical, and there's nothing to clean but the spent pod.</p>","<p>Les machines à capsules et à portion individuelle infusent une tasse à la fois à partir d'une capsule prédosée. La machine perce la capsule, y fait passer de l'eau chaude sous pression et livre une tasse constante directement dans votre tasse. Chaque tasse est identique, et il n'y a rien à nettoyer, sauf la capsule usée.</p>"
"<p>Catch the coffee beans, dodge the decaf. How high can you score?</p>","<p>Attrapez les grains de café, évitez le décaféiné. Quel score pouvez-vous atteindre?</p>"
"<p>Chefman Fast-Boil kettles come in three sizes: 1L for one or two cups, small spaces, and dorms; 1.2L as a compact everyday choice for a couple; and 1.8L for a full pot to serve the whole household. Choose the smallest size that covers how much you pour at once — smaller kettles take up less counter space and heat a single cup faster.</p>","<p>Les bouilloires Fast-Boil de Chefman sont offertes en trois formats : 1 L pour une ou deux tasses, les petits espaces et les résidences étudiantes ; 1,2 L comme choix compact pour tous les jours pour un couple ; et 1,8 L pour une pleine bouilloire au service de toute la maisonnée. Choisissez le plus petit format qui couvre la quantité que vous versez à la fois — les bouilloires plus petites prennent moins de place sur le comptoir et chauffent une seule tasse plus rapidement.</p>"
<p>Chefman Fast-Boil kettles use 1500 watts of power to bring water to a full rolling boil in as little as three minutes — faster than a stovetop or microwave. They shut off automatically as soon as the water is ready.</p>,<p>Les bouilloires Fast-Boil de Chefman utilisent 1500 watts de puissance pour porter l'eau à pleine ébullition en aussi peu que trois minutes — plus rapidement qu'une cuisinière ou un micro-ondes. Elles s'éteignent automatiquement dès que l'eau est prête.</p>
"<p>Chefman gooseneck kettles come in a compact 0.8L capacity, which is roughly 2–4 cups. That personal size is perfect for solo coffee and tea drinkers, small kitchens, and travel, and it heats a single serving quickly.</p>","<p>Les bouilloires à col de cygne de Chefman offrent une capacité compacte de 0,8 L, soit environ 2 à 4 tasses. Ce format personnel est parfait pour les amateurs de café et de thé en solo, les petites cuisines et les voyages, et il chauffe une seule portion rapidement.</p>"
"<p>Chefman keep-warm kettles hold water hot for up to one hour after it reaches a boil, so your next cup is ready without reheating. On temperature-control models that pair presets with keep-warm, you can set a lower temperature and hold it there — handy for green or white tea, which taste best below a full boil.</p>","<p>Les bouilloires à maintien au chaud de Chefman gardent l'eau chaude jusqu'à une heure après l'ébullition, pour que votre prochaine tasse soit prête sans réchauffer. Sur les modèles à contrôle de température qui associent les préréglages au maintien au chaud, vous pouvez régler une température plus basse et la maintenir — pratique pour le thé vert ou blanc, qui est meilleur en deçà d'une pleine ébullition.</p>"
"<p>Chefman offers tea infuser kettles in 1L, 1.2L, 1.7L, and 1.8L. The 1L is a compact, travel-friendly pick for one or two cups, while the 1.7L and 1.8L brew a full pot to share — a good fit for households or entertaining.</p>","<p>Chefman offre des bouilloires à infuseur à thé de 1 L, 1,2 L, 1,7 L et 1,8 L. Le format 1 L est un choix compact et facile à transporter pour une ou deux tasses, tandis que les formats 1,7 L et 1,8 L infusent une pleine bouilloire à partager — un bon choix pour les ménages ou pour recevoir.</p>"
"<p>Chefman's stainless-steel kettles range from 1.2L to 1.8L. A 1.2L is great for one or two people and smaller spaces, while a 1.8L holds a full pot, making it ideal for families, entertaining, or anyone who refills often throughout the day.</p>","<p>Les bouilloires en acier inoxydable de Chefman vont de 1,2 L à 1,8 L. Un format 1,2 L est idéal pour une ou deux personnes et les espaces plus restreints, tandis qu'un format 1,8 L contient une pleine bouilloire, ce qui le rend idéal pour les familles, pour recevoir ou pour quiconque fait le plein souvent tout au long de la journée.</p>"
<p>Click below to find product documentation for your product</p>,<p>Cliquez ci-dessous pour trouver la documentation de votre produit</p>
<p>Coffee every way you like it.</p>,"<p>Le café comme vous l'aimez, de toutes les façons.</p>"
<p>Coming Soon</p>,<p>Bientôt disponible</p>
"<p>Cook your favorite meals using up to 90% less oil, and shop our wide range of beloved air fryers to crisp up foods faster and healthier.</p>","<p>Cuisinez vos plats préférés en utilisant jusqu'à 90 % moins d'huile, et magasinez notre vaste gamme de friteuses à air adorées pour rendre vos aliments croustillants plus rapidement et plus sainement.</p>"
<p>Countdown timer</p>,<p>Compte à rebours</p>
"<p>Descale it monthly if you have hard water by boiling a 50/50 mix of water and white vinegar, letting it sit 15–20 minutes, then rinsing thoroughly. Hand-wash the kettle body and the infuser basket, and never submerge the electrical base in water. Regular descaling keeps boil times fast and your water tasting clean.</p>","<p>Détartrez-la mensuellement si votre eau est dure en faisant bouillir un mélange 50/50 d'eau et de vinaigre blanc, en le laissant reposer de 15 à 20 minutes, puis en rinçant soigneusement. Lavez à la main le corps de la bouilloire et le panier infuseur, et n'immergez jamais la base électrique dans l'eau. Un détartrage régulier maintient des temps d'ébullition rapides et une eau au goût propre.</p>"
<p>Descaling & Cleaning</p>,<p>Détartrage et nettoyage</p>
<p>Descargue una copia digital del libro de cocina de forma gratuita.</p>,<p>Téléchargez gratuitement une copie numérique du livre de cuisine.</p>
<p>Don't hestitate to contact us</p>,<p>N'hésitez pas à communiquer avec nous</p>
"<p>Download the digital cookbook to explore chef-crafted recipes, culinary inspiration, and more.</p>","<p>Téléchargez le livre de cuisine numérique pour découvrir des recettes créées par des chefs, de l'inspiration culinaire et bien plus.</p>"
"<p>Drip brewing is exactly what it sounds like: hot water is showered evenly over a bed of ground coffee, then drips through a filter into the carafe below. It's the method behind the classic American cup — smooth, balanced, and easy to make by the potful.</p><p>Because the machine controls the water temperature and flow for you, drip coffee is wonderfully repeatable. The cup you love today tastes the same tomorrow.</p>","<p>L'infusion goutte à goutte porte bien son nom : l'eau chaude est répartie uniformément sur un lit de café moulu, puis s'écoule à travers un filtre jusque dans la carafe en dessous. C'est la méthode derrière le classique café américain — doux, équilibré et facile à préparer en pleine carafe.</p><p>Comme la machine contrôle la température et le débit de l'eau pour vous, le café filtre est merveilleusement reproductible. La tasse que vous aimez aujourd'hui aura le même goût demain.</p>"
"<p>Drip is the right call if you drink coffee by the cup or the pot, value simplicity over barista theatrics, and want something the whole household can use without a lesson. It's the most fuss-free way to keep everyone caffeinated.</p>","<p>Le café filtre est le bon choix si vous buvez votre café à la tasse ou à la carafe, si vous privilégiez la simplicité aux acrobaties de barista et si vous voulez quelque chose que toute la maisonnée peut utiliser sans mode d'emploi. C'est la façon la plus simple de garder tout le monde bien caféiné.</p>"
"<p>Drop in a pod, choose your cup size, and brew. Because each capsule is sealed and pre-portioned, you get the same great cup every time — and everyone in the house can have a different flavor.</p><ul><li>Ready in under a minute</li><li>Zero measuring or grinding</li><li>Cleanup is just tossing the pod</li></ul>","<p>Insérez une capsule, choisissez la taille de votre tasse et lancez l'infusion. Comme chaque capsule est scellée et pré-dosée, vous obtenez la même excellente tasse à tous les coups — et chacun dans la maison peut choisir une saveur différente.</p><ul><li>Prête en moins d'une minute</li><li>Aucun dosage ni mouture</li><li>Le nettoyage se résume à jeter la capsule</li></ul>"
<p>Empty the water reservoir completely and return it to the base. Put the empty capsule receptacle in the brew chamber and close the lid.</p>,<p>Videz complètement le réservoir d'eau et remettez-le sur la base. Placez le réceptacle à capsule vide dans la chambre d'infusion et fermez le couvercle.</p>
<p>Espresso has the steepest learning curve of the three — but also the highest ceiling. Give yourself a week of practice and you'll be pulling shots you'd happily pay five dollars for.</p>,<p>L'espresso a la courbe d'apprentissage la plus abrupte des trois — mais aussi le plus grand potentiel. Accordez-vous une semaine de pratique et vous tirerez des cafés que vous paieriez volontiers cinq dollars.</p>
"<p>Espresso is a concentrated coffee made by forcing hot water through finely ground beans under high pressure, which produces a small, intense shot topped with a layer of golden foam called crema. Regular drip coffee uses coarser grounds and gravity instead of pressure, so it's larger and milder; espresso is also the base for drinks like lattes and cappuccinos.</p>","<p>L'espresso est un café concentré obtenu en forçant de l'eau chaude à travers des grains finement moulus sous haute pression, ce qui produit une petite tasse intense coiffée d'une couche de mousse dorée appelée crema. Le café filtre ordinaire utilise une mouture plus grossière et la gravité plutôt que la pression, il est donc plus volumineux et plus doux; l'espresso sert aussi de base à des boissons comme les lattes et les cappuccinos.</p>"
